Review,OnlinePlatform,MentorsTeachers,Price,MentorsTeachers,Price,CareerSupport,ContentSyllabus,Job Guarantee,FullStack,Cybersecurity,DataScience,AppliedAI,Outcomes,Scholarships,Rigobot,LearnPack
amazing and insightful with alot of knowledge,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
amazing and great teacher with a drive to help,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dayana es una profesora muy buena,intenta hacer lo más sencillas posibles las clases para que podamos comprenderlas, por poner alguna pega al igual que los alumnos debemos prepararnos la clase con antelación he notado que en más de una ocasión el ejercicio que debemos realizar en las clases lo ve en el mismo momento en el que tenemos que realizar y alguno de ellos ha posteriori los ha tenido que modificar ya sea porque la documentación está algo obsoleta o los recursos no son los adecuados",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Excelente, tuve varias mentorías con él y sus explicaciones fueron muy buenas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buena, también tuve algunas mentorías con él",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me encantó participar en el bootcamp, seguro lo recomendaré a aquellos que quieran estudiar programación.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Of course I will recommend as a great opportunity for your career,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Hasta el día de hoy, no me arrepiento de haber escogido a 4Geeks Academy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A pesar de ser una persona más joven que sus alumnos, se nota que está dado a enseñar, y la pasión con la que transmite sus conocimientos le hace que todos nosotros le llegue incluso a admirar. No podemos sino decir cosas buenas de él.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Es un profesor genial, ha sabido integrarse dentro del equipo a pesar de haber entrado a la mitad del curso. Disponible siempre para resolver cualquier duda.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A todas las personas que conozco les recomiendo estudiar un bootcamp, y sobre todo hacerlo con 4Geeks. Lo único, esto ya como tema personal, el precio de los cursos hace que para algunas personas sea algo poco accesible. Quizás entregar todavía más becas sería un aporte genial.",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Una experiencia unica hasta ahora. El trabajo en equipo y la colaboracion con los compañeros no me lo esperaba asi de bien, gracias a esta ayuda y a las mentorias vamos aprendiendo muchisimo.
Unique experience so far. Teamwork and collaborative practice with classmate are incredible. Was not expected at all. Thanks for this help and thank to menthorships Im going learning a lot.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
She knows a lot and all well explained. Even she is taking care  if you need to have answers at any time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felipe is very close friendly and talkative person. Always ready for coding when you need it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buena. Al tener clases en remoto el invonveniente del internet hace que las clases puedan ser un poco mas dificiles. Lo bueno es que se graban y permiten recuperarse ante alguna eventualidad.
El punto de condicionar el equipo con los programas  necesarios es un poco dificil, lo cual se hace paralelamente con el avance de contenido. Si uno llega a tener problemas en la instalacion de eso, uno se puede retrasar un poco. Recomiendo que se acondicione dicho equipo antes del comienzo del curso.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Buena, es una persona bastante preparada, con un conocimciento amplio de los temas expuestos. Siempre disponible, atento a resolver las inquietudes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igualmente es buena!
Siempre atento a que nos queden los topicos claros e incluye links que profundizan mucho mas en los temas expuestos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De acuerdo a mis observaciones, recomendaria 4Geeks. Seria ideal que se tomen en consideración, por lo menos lo de la instalacion de programas puede ser antes del comienzo del curso. De esa forma los estudiantes no se retrasarian. De forma virtual es buena, sin embargo creo que presencial fuese mucho mejor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente al igual que Pablo.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nuevamente, excelente al igual que Pablo y Diego.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ya lo recomiendo a compañeros de universidad y trabajo.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me esta gustando mucho el desarrollo web, y siento que se me da bien, aun que algunas veces he tenido problemas para entender algunas cosas, pero de resto bien 👍",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Es un buen mentor, siempre responde nuestras dudas en clase, y es buena gente, aun que todavía no hemos terminado el curso, asi que aun tengo tiempo para cambiar de opinión, aun que no creo que lo haga",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"También, es un excelente profesor, también es buena gente y suele ayudarnos cuando ponemos dudas en Slack",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pontria 10 si tuviera amigos o familiares que quieran aprender a programar, sin embargo lo recomiendo mucho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al igual que con Dayana siempre está ahí para ayudarnos y apoyarnos no solo con los ejercicios sino también con apoyo emocional que en ocasiones es igual de importante que el aprendizaje de programación,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ya lo recomende a unos amigos de otro curso!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel like the program might be too fast paced,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
she's always available to explain again and to resolve any doubt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"he's very good at explaining things, in different ways in case i don't understand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm  not sure if the fast pace is something everyone would appreciate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not very good, because the contents are passed very quickly, in each class you see something new, the practices are many, the codes are complex and gitpod often does not work, it is not enough to deepen the topics, it is supposed to be a Bootcamp for people who do not know anything about programming and also work, and it seems that it is not necessarily thought so.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Muy bien, Rossini es clara explicando los conceptos y siempre se muestra dispuesta a ayudar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ha sido excelente, estoy totalmente complacido con el programa hasta el momento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Es un excelente tutor, son muy claras sus explicaciones y aporta mucho al contenido de la clase",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Es muy atento a la hora de aclarar dudas. Siempre dispuesto a ayudar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recomendaría el programa sin ninguna duda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Para ser mi primera experiencia en un bootcamp, creo que ha sido buena hasta el momento. Esta calificación es así porque no tengo con que comparar :)
Los profesores siempre responden a tiempo y de buena forma. 
Solo mejoraría la disponibilidad de las tutorias individuales, que en cierta forma, cuando vas a agendar, siempre hay para 3 semanas más o más tiempo.  
Aunque, esto es subsanado por los apoyos de los CW.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Excelente, siempre responde buena forma.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Si, es probable, en la medida en que tenga una referencia con otra escuela :D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muy buena! los profes tienen una excelente disposición, si bien me hubiese gustado tener mas tiempo para dedicarle y aprovechar al máximo, estoy contenta con mis avances",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Creo que se ha visto el front end con mucho detalla, pero con respecto al back end, creo que se vio muy poco, realmente el bootcamp se centro mucho en front end.

Tambien a la hora de matricular el bootcamp, se nos dijo que teniamos que dedicar cierto tiempo por semana fuera de clase. Me parece que muchos de los estudiantes no dedican el tiempo necesario y no comprenden el sacrificio de lo que es un bootcamp, lo que hace que la clase no se lleve con el ritmo que se deberia, y por lo mismp talvez el back end realmente no se vio bien.

Creo que el back end se deberia ver mas en detalle python.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Creo que es un excelente profesor y acepta muy bien comentarios y sugerencia.

Siempre muy dispuesto ayudar y con excelente actitud.

Maneja muy bien la materia.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Creo que Antonio es bueno, pero es muy poco participativo en clase. A veces tiene problema para explicar algun tema de forma que le podamos entender.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creo que 4Geeks es un excelente programa, pero por lo que vimos me parece muy enfocado en front end, mas que en backend. Yo esperaba tener mas detalle de back end y mas practica, con temas basicos de python como excepciones, programacion orientada a objetos, etc.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"El seguimiento, apoyo y crecimiento en estos pocos meses son increibles, estoy super contento con la experiencia del bootcamp!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"El gran Sensei!, las explicaciones y el paso a paso cuando no se entiende nada son geniales, lo valoro mucho y espero tenga exitos con su propio grupo",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
En las participaciones que tuvimos siempre fue muy correcto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excelente, gran calidad educativa y un grupo humano fabuloso.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excelente mentor, gran disponibilidad y mucha sapiencia sobre los temas a dar.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
¡El mejor bootcamp!,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No me ha dado clases,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Excelente. 4geeks me ayudó bastante en encontrar donde empezar a estudiar, qué cosas y como hacerlo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Increíble. Ernesto es un excelente profesor. Sabe muy bien explicar los tema que nos está dando con multiples puntos de vista para facilitar su entendimiento, bastante carismático a la hora de dar clases y siempre dispuesto a ayudarte en todos los ejercicios y proyectos. Muy agradecido de poder haber visto clases con él.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
No lo conozco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excelente profesor, y extremadamente simpático. Es increíble lo cómodo que nos hace sentir a todos. Uno de los mejores profesores de toda mi vida.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"I like the online setting, but worry there is not a cohesive enough style to teaching. Very different teaching styles amoung the instructors. Hard to assign proper priority to lessons/practice. Things mount quickly. Teachers should enforce more class participation by going through excorsizes as a class, with time for project questions, recap or intro set seperate. No seperation between advanced and novice students make it awkward to ask for help with confidence.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Easily the most impactful instructor. Makes curriculum easy to digest,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"Not particularly helpful, seems to cater more so to advanced students. Has clear favorite syntax' so I did not know if she was one to ask questions regarding others. Did not know who Alejandro was well into the cohort, that shocked me. Not very focused on task at hand. Can go down rabbit holes of conversation with advanced students, about things not on course.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I really like the course, I wish there were more video guidance on the excorsizes so I had more confidence in class but I do not feel lost. Just that valuable time is being lost to trying to figure out many possibilities. I have felt like help is available in many places.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"En general muy buena, un poco estresante porque es bastante contenido tanto de teoría como manejo de las aplicaciones por lo que requiere bastante tiempo, sin embargo, esa presión motiva a estar enfocado en el curso",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Al igual que Ernesto, es excelente. Muy simpático y no nos hace sentir mal si nos equivocamos. Excelente.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No se quien es,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have gone to the exercises and the tutorials on the website and i like them , Alejandro knows his stuff and knows how to teach.
The website I believe is a well employed tool but this should be supported with a class that leaves me enlightened and hungry of knowledge, instead I ended up bored , starving and frustrated for knowledge that never reach my table.
Theres a severe disorganization in class, it lacks structure, it lacks due dates.
Do not forget that not everyone has the ability to teach, it requires a talent to be able to give knowledge is not the same as repeating things from a book, which is also something missing, something like a syllabus  an order to follow, that would help a lot.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Who?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Undecided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100% lo recomiendaria.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excelente, 100% recomendado.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excelente, toto tiempo disponible para transferir sus conocimientos.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Excelente soporte el brindado por Bryan, disponible en todo tiempo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A pesar de que no pudo seguir con nosotros el resto del curso, Damian fue muy buen mentor y nos resolvió bastantes dudas al inicio con respecto a HTML, CSS y Bootstrap.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bastante probable. 4geeks me ayudó en encontrar por donde empezar a estudiar a programar y me guió en el transcurso mientras aprendía a hacerlo. Sus profesores y sus clases interactivas son excelentes por igual. Sus ejercicios y sus proyectos de ayudan muchísimo a programar y a familiarizarte con ese ambiente y las herramientas que te otorgan para ayudarte en el transcurso son muy buenas. Es muy seguro que tendré a 4Geeks en los primeros puestos de mi lista de recomendaciones!,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Excelente, han sido clases bastante fluidas y entendibles y la ayuda de los profesores A+, claro que siempre es bueno seguir investigando un poco más a profundidad sobre los temas que se dan, para construir un mapa de camino y poder repasar cuando se haya olvidado algo. Pero de verdad ha sido muy buena mi experiencia. Logré aprender cosas que antes no sabía. Gracias.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Excelente profesor, explica de manera clara y precisa. Y sino entiendes te lo explica con dibujos en Paint pero no el 3D (jejeje). Muy dispuesto a trabajar y ayudar a sus alumnos para que logren la meta propuesta.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"También, un excelente profesor. Siempre dispuesto a ayudar incluso fuera de su horario de trabajo. Siempre colaborando y atentiendo las peticiones de ayuda de los alumnos.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No lo(a) conozco. Pero al igual como todos los profesores aquí. Debe ser excelente.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Muy probable que los recomiende. Es una academia increíble. 🤝🎉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryan es un muy buen mentor. Siempre aportando comentarios en las clases para que podamos entender mejor los temas, enviando enlaces de herramientas que podamos utilizar para ayudarnos a la hora de programar al igual que documentación my útil y siempre muy atento en los canales de comunicación como Slack a cualquier duda que nos surja, ya que siempre nos respondía y nos las aclaraba al igual que nuestro profesor Ernesto.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
No lo conozco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los profesores y la experiencia en general son geniales. El único detalle que cambiaria, es que siento que van muy rápido en los temas; entiendo perfectamente porque, ya que es un intensivo, pero creo que se puede mejorar igual. De todas maneras no es algo terrible, de verdad que el curso es súper bueno.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ehiber is a great guy. His way to keep the group active is through humor which could be received differently from different people: for me it is just ok. For now he is to me like the teacher's assistant, and as such, I would say he is doing a good job. He has been capable of intervining every time Deimian request his input.",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
La experiencia ha sido positiva sin embargo considero que no es un curso que esté diseñado para empezar desde cero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It looks like BreathCode needs a update.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so far so good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very very likely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The experience has been really fulfilling, specially all that I learnt, the teacher Jimena and the teacher assistant Rubén Pérez, as well as my classmates.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amazing! She is an excellent teacher and person.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Awesome! He helped and guided us a lot!! He is an excellent person too.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"i guess instead of split the room, we could keep everyone in the same class, and little by little each one would share the screen and continue solving the exercises together. When you share, you end up missing the recording of the second part of the class, so the explanations of doubts are only left for the moment. without being able to access any material after",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sometimes look like he doesn't have to much patience to explain our dumb questions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so far so good. nothing to complain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so far so good. nothing to complain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I'm in process, but it's really good actually, i love it<3.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He is the best <3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He is the best too <3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"My mentor's name as far as I know is Deimian. Deimian has the patience of a monk. He knows the bootcamp content and is capable of teaching it to others, anytime we have any kind of doubt he is capable of clearing it. His only flaw I would say is that sometimes he goes from the main topic to a difficult branch or problem he faced at some point in his career so the lering path gets a little messy (maybe he should stick to the content a bit more) especially for me that have cero background in the coding stuff.",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"Hasta ahora bien, me cuesta un poco entender react pero tengo que dedicarle mas tiempo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bien, conoce del tema y siempre dispuesto a ayudar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lo recomendaría a personas dispuestas a dedicarle el tiempo a estudiar por su cuenta fuera de clases tambien,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The content is great, the learning is real, the results are to come, we are just half way in the bootcamp and I like it a lot.  I would recommend it 100% to others.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Amable, se ve que conoce el tema y siempre está dispuesto a ayudar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great teacher, great experience, but the given tools to make exercises or assignments need to be updated, a lot of time and effort has been wasted trying to fix all the issues with the boilerplates.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"A wonderfull teacher with great teaching abilities, a great professional with huge programming knowledge, a lot of patience and great desire to help everyone in the classroom, the best thing in this boothcamp is Jimena. Period.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"The time we expent with him was great, he helped us a lot, encouraged us all to be better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"He is providing us a lot of help, he has a great desire to give us a hand and is always available to reach him.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro has been AMAZING! Very intelligent and knowledgeable in full-stack development as well as very good at teaching and explaining!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aly has been awesome! super smart and does an amazing job at helping guide you on the right path without giving away the answers to prevent you from being cheated from learning! Also VERY receptive to input and making sure to better the class and environment based on your needs and input!,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Buena. A veces me cuesta entender alguna que otra palabra en inglés.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hasta dónde sé no tuve a Sebastián Pérez Cameto como mentor, espero no cometer algún error.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lo recomendaría, sí.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muy buena clase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
excellent!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"excellent, we miss him",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremely knowledgeable. great at explaining things and breaking it down.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una experiencia fabulosa!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Es un excelente mentor, dedicado y que se preocupa por preparar bien las clases y que los participantes aprendan.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Es muy buena, sabe mucho, solo que a veces se preocupa mas por ""retar"" por no saber que por explicar.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absolutamente recomendable.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great person better teacher,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Great guy funny yet to point very good teacher as well,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"I feel that I haven't had enough classes with him yet but still kinda weird having him as teacher 😅 
I don't know if I'm a fan of changing Colby he is probably bussy :c",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The experience has been great so far I would recommend it again,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pagas un curso individual para aprender y que te evalúen según  tu aprendizaje y resulta que nos hacen hacer trabajos en grupos con gente no conocemos, gente floja que no aporta en nada y uno sale perjudicado. Pésimo  sistema",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tienen poco tiempo para atender tantos estudiantes, no alcanzan a revisar como corresponde nuestros códigos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entiendo lo que explica…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muchos alumnos y pocos profesores por lo tanto hay muchas veces que uno queda sin respuesta. Pésimo que realicen trabajos en grupos, no estamos en el colegio, pague un curso para aprender y que me evalúen a mi y resulta que mi trabajo depende de 2 personas mas. Mala experiencia",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ha sido muy buena, aunque obviamente me ha costado por ser un mundo totalmente nuevo para mí.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente mentor.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
haven't met with this person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can say so far the experiences was totaly positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Its been helpful getting the guided coursework and classes. I feel like there's just a small lack of polish on both the lesson sites and the reading at times. where there is either a lot of misspells or some of the practice would be broken/not not even work.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
He's been helpful and knowledgeable I just think some refinement could be done with time management and knowing where to guide us.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aly has been great shes always there and providing concise answers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I'd recommend it for the price and level, I would like to see more polish on some of the items for a better overall experience.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
muy complacido con el curso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un excelente mentor.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Su paciencia para explicarnos y ayudarnos a superar los contratiempos es sorprendente.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasta el momento 100% recomendable.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meant to put 6.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I expect more structure in teaching concepts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I need a larger sample size as I continue through the course to answer this fairly.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pablo excelente, siempre con la mano extendida y brindando soluciones.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siempre está atenta y plantea muy buenas soluciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Here I just can say wonderfull, amazing and fantastic. As a teacher she will not have any competence in her subjet, as a person she has all the qualities to make her enviroment great for learning. No more to say",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
i didnt change my mind from the last questionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"He is good enought to make sure he can help you, but farther to be perfect, he has to learn how to be nicer in his explanations and make sure that help is helping. for the rest I really like him as a IT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I truly appreciate his teaching methods.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great TA always available to help and explains things well.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Would recommend, hopefully things become more streamlined not much of an issue otherwise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"He recibido muchas ofertas de ayuda, lo cual agradezco. Personalmente siento que la velocidad a la que recibimos la información es mayor que mi capacidad de asimilarla por lo que no le he sacado el provecho que quisiera, pero espero ponerme al día pronto y llevar los contenidos más al día",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diego es amable y explica muy bien, responde las preguntas en el momento y busca comparaciones con la vida cotidiana, lo cual hace que sea más fácil entender los conceptos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antonio igual que Diego, es muy amable, explica bien y está siempre disponible para responder preguntas. No podría pedir más.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me parece que el bootcamp es bueno, pero para alguien sin bases como yo recomendaría buscarlas afuera porque el ritmo del curso es fuerte y una vez que empieza cuesta mantenerse al día si no hay conocimiento previo.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Recomendaría 4geeks en cuanto a profesores y plan lectivo, pero comentaría el factor de que el horario de clases no son las 8 horas esperadas",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Excelente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy bien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doesnt feel very concise or confident in what hes teaching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
great easy to explain issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muy buena! De todas formas, siento que me faltó tiempo para dedicarle. Comencé muy bien con la primera parte, pero sobre el final se me vinieron muchos temas juntos arriba y fue difícil ponerse al día.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muy recomendable, siempre encuentra las soluciones a los problemas que tenemos y está atento cuando precisamos ayuda o no entendemos algo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy recomendable! siempre dispuesta a ayudar y resolver los problemas que tenemos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Super recomiendo, a todas las personas que quieran iniciarse en el mundo de la programación o quieran aprender más de lo que ya saben.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ha sido una experiencia muy enriquecedora, pero a modo personal me ha costado mucho puesto que partí desde 0 conocimiento en el area.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macarena explica muy bien, aunque a veces es un poco dispersa, sin embargo debo decir que he aprendido mucho gracias a su buena disposición para explicar las cosas varias veces de ser necesario, además de ser un gran apoyo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Freddy es un muy buen apoyo para Macarena, y cuando ella no está disponible por estar explicando a otros compañeros, Freddy siempre está para apoyar y ayudar con el codigo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Totalmente recomendable.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente. Una persona con amplios conocimientos y dedicada a ayudar y a enseñar.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Muy buen T.A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creo que deben mejorar bastantes cosas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excelente docente, gran persona y muchos valores tanto en lo humano como en el rol docente.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
